Platform,Year_of_Release,Genre,Publisher,Above_Average_Critic_Score,Above_Average_User_Score,Log_Global_Sales
PS2,2004,Sports,Electronic Arts,True,True,0.36464311358790924
XB,2004,Shooter,Electronic Arts,False,True,-0.7133498878774648
PS2,2004,Strategy,Atari,False,True,-1.3093333199837622
PS2,2004,Sports,Electronic Arts,True,True,0.9516578757114463
PS2,2004,Misc,Namco Bandai Games,True,True,-1.6094379124341003
XB,2004,Platform,Vivendi Games,False,True,-1.9661128563728327
GC,2004,Platform,Take-Two Interactive,False,True,-3.2188758248682006
PS2,2004,Action,Electronic Arts,False,False,-1.7719568419318752
GBA,2004,Racing,Zoo Digital Publishing,False,True,-0.7339691750802004
XB,2004,Action,Ubisoft,True,True,0.3920420877760237
XB,2004,Sports,Electronic Arts,True,False,-0.7339691750802004
GBA,2004,Platform,Nintendo,True,True,0.3576744442718159
PS2,2004,Racing,Ubisoft,False,False,-1.5606477482646683
XB,2004,Adventure,Codemasters,True,True,-2.659260036932778
PS2,2004,Shooter,Konami Digital Entertainment,True,True,-2.4079456086518722
PS2,2004,Shooter,Take-Two Interactive,True,True,0.371563556432483
XB,2004,Platform,Activision,True,True,-2.659260036932778
XB,2004,Action,Microids,False,False,-3.912023005428146
PS2,2004,Shooter,Activision,True,True,1.0612565021243408
PS2,2004,Misc,Sega,True,True,1.0647107369924282
PS2,2004,Adventure,Microids,False,True,-2.659260036932778
XB,2004,Action,Sega,False,False,-3.912023005428146
GBA,2004,Adventure,Disney Interactive Studios,False,True,-0.2744368457017603
XB,2004,Fighting,Midway Games,True,True,-0.2744368457017603
XB,2004,Role-Playing,Activision,True,True,0.3148107398400336
PS2,2004,Shooter,Sony Computer Entertainment,False,False,-0.2744368457017603
XB,2004,Shooter,Ubisoft,True,True,0.3074846997479607
XB,2004,Racing,Atari,False,False,-0.2744368457017603
PS2,2004,Strategy,Crave Entertainment,False,False,-2.659260036932778
DS,2004,Racing,Nintendo,False,False,-0.2613647641344075
PS2,2004,Sports,Electronic Arts,True,True,-0.7985076962177716
PC,2004,Shooter,DreamCatcher Interactive,True,True,-3.912023005428146
PS2,2004,Simulation,Indie Games,True,True,-1.3470736479666092
PS2,2004,Shooter,Play It,False,False,-1.8325814637483102
PS2,2004,Action,Tecmo Koei,True,True,-1.1394342831883648
PS2,2004,Role-Playing,Avalon Interactive,False,False,-2.659260036932778
PS2,2004,Fighting,Ignition Entertainment,False,False,-1.3470736479666092
XB,2004,Misc,XS Games,False,True,-3.2188758248682006
PS2,2004,Simulation,505 Games,False,True,-2.659260036932778
PS2,2004,Misc,Codemasters,True,True,-1.9661128563728327
PS2,2004,Action,Sega,False,False,-3.2188758248682006
GC,2004,Sports,Electronic Arts,True,False,-2.659260036932778
GC,2004,Action,Capcom,True,True,-1.5141277326297755
XB,2004,Shooter,Konami Digital Entertainment,False,True,-2.3025850929940455
GC,2004,Sports,Electronic Arts,True,False,-0.7985076962177716
XB,2004,Shooter,Eidos Interactive,False,False,-1.5141277326297755
PS2,2004,Action,Tecmo Koei,True,True,-0.7985076962177716
PS2,2004,Action,Electronic Arts,True,True,0.30010459245033816
PS2,2004,Role-Playing,505 Games,False,False,-1.5141277326297755
GC,2004,Fighting,THQ,True,True,-0.7985076962177716
GC,2004,Shooter,Global Star,False,True,-3.912023005428146
XB,2004,Action,Ubisoft,False,False,-2.3025850929940455
PS2,2004,Action,Activision,False,False,-0.2876820724517809
XB,2004,Racing,Eidos Interactive,False,False,-2.4079456086518722
GBA,2004,Action,Nintendo,True,True,0.35065687161316933
PS2,2004,Sports,Electronic Arts,True,True,0.35065687161316933
XB,2004,Role-Playing,Microsoft Game Studios,True,True,0.9783261227936078
XB,2004,Action,Tecmo Koei,True,True,-2.659260036932778
PS2,2004,Racing,Electronic Arts,True,True,0.9858167945227654
PS2,2004,Adventure,Indie Games,False,True,-3.912023005428146
PS2,2004,Action,Konami Digital Entertainment,False,True,-3.2188758248682006
XB,2004,Misc,Midway Games,True,True,-1.171182981502945
PS2,2004,Puzzle,Namco Bandai Games,True,True,-0.31471074483970024
XB,2004,Strategy,THQ,True,True,-0.31471074483970024
XB,2004,Misc,Gathering of Developers,False,False,-2.659260036932778
PS2,2004,Action,Tecmo Koei,True,True,-2.659260036932778
GC,2004,Misc,Mad Catz,False,False,-1.6094379124341003
PS2,2004,Racing,Electronic Arts,True,True,0.34358970439007686
GBA,2004,Platform,Nintendo,False,False,-0.31471074483970024
GC,2004,Action,Electronic Arts,False,False,-2.659260036932778
PSP,2004,Role-Playing,Namco Bandai Games,False,False,-1.9661128563728327
XB,2004,Sports,Activision,True,True,-0.2876820724517809
PS2,2004,Adventure,Indie Games,False,True,-3.2188758248682006
PS2,2004,Simulation,Global Star,False,True,-2.3025850929940455
XB,2004,Action,Konami Digital Entertainment,False,False,-2.0402208285265546
GC,2004,Action,Konami Digital Entertainment,True,True,-0.7550225842780328
GBA,2004,Action,Namco Bandai Games,True,True,-3.2188758248682006
GBA,2004,Platform,THQ,True,True,0.3364722366212129
GBA,2004,Action,Atlus,True,True,-2.659260036932778
PS2,2004,Role-Playing,Ghostlight,True,True,-2.0402208285265546
PSP,2004,Racing,Sony Computer Entertainment,True,True,0.3364722366212129
PS2,2004,Fighting,505 Games,True,True,-2.3025850929940455
PS2,2004,Racing,Take-Two Interactive,False,False,-1.3470736479666092
GC,2004,Action,Ubisoft,True,True,-1.6094379124341003
PS2,2004,Fighting,Atari,False,True,-0.7550225842780328
PS2,2004,Action,Illusion Softworks,False,True,-0.35667494393873245
PS2,2004,Action,Capcom,True,True,-1.5606477482646683
GC,2004,Sports,Activision,True,True,-0.6931471805599453
XB,2004,Action,Atari,True,False,-2.4079456086518722
XB,2004,Shooter,Atari,False,False,-1.5606477482646683
GBA,2004,Role-Playing,"Destination Software, Inc",True,False,-3.506557897319982
GBA,2004,Action,Atari,False,True,-0.4942963218147801
PS2,2004,Simulation,Sony Computer Entertainment Europe,True,True,0.5364933705145685
XB,2004,Action,SCi,False,False,-3.506557897319982
XB,2004,Sports,Electronic Arts,True,True,0.5423242908253617
GC,2004,Role-Playing,Electronic Arts,True,True,-1.2378743560016174
PS2,2004,Action,505 Games,False,True,-2.5257286443082556
PC,2004,Shooter,Electronic Arts,True,True,-3.506557897319982
PS2,2004,Role-Playing,505 Games,True,True,-3.506557897319982
GBA,2004,Action,Atari,False,True,-1.6094379124341003
PC,2004,Strategy,Sunflowers,True,True,-3.506557897319982
XB,2004,Shooter,Activision,True,True,0.5596157879354227
PS2,2004,Simulation,Electronic Arts,False,True,0.5653138090500605
PS2,2004,Fighting,Electronic Arts,True,True,0.5653138090500605
PS2,2004,Fighting,Capcom,False,False,-1.6094379124341003
PS2,2004,Strategy,Tecmo Koei,False,True,-2.5257286443082556
XB,2004,Platform,Activision,True,True,-0.5978370007556204
XB,2004,Shooter,Take-Two Interactive,True,True,-0.5978370007556204
XB,2004,Sports,Electronic Arts,True,True,-1.2729656758128873
XB,2004,Sports,Konami Digital Entertainment,True,True,-2.4079456086518722
PS2,2004,Sports,Electronic Arts,True,False,-1.9661128563728327
PS2,2004,Simulation,Konami Digital Entertainment,True,True,0.7561219797213337
XB,2004,Racing,Atari,True,True,-2.4079456086518722
PS2,2004,Sports,Midway Games,True,True,0.5068176023684519
PS2,2004,Platform,THQ,True,True,-0.4780358009429998
GBA,2004,Misc,Majesco Entertainment,False,False,-0.4942963218147801
XB,2004,Shooter,Activision,True,True,-0.616186139423817
PS2,2004,Sports,Play It,False,False,-0.4780358009429998
PS2,2004,Racing,Eidos Interactive,False,True,-0.4780358009429998
XB,2004,Misc,Ubisoft,True,True,-2.0402208285265546
PS2,2004,Fighting,Eidos Interactive,False,False,-1.2729656758128873
XB,2004,Misc,Konami Digital Entertainment,True,True,-2.4079456086518722
XB,2004,Platform,THQ,True,True,-0.616186139423817
PS2,2004,Platform,Capcom,False,True,-1.2378743560016174
GBA,2004,Simulation,Electronic Arts,True,True,-0.4780358009429998
PS2,2004,Platform,THQ,True,True,0.5653138090500605
PS2,2004,Misc,Sega,True,False,-1.7719568419318752
PS2,2004,Racing,THQ,False,True,-0.527632742082372
GBA,2004,Shooter,Ignition Entertainment,True,True,-2.5257286443082556
DS,2004,Puzzle,Sega,True,True,-1.2378743560016174
PS2,2004,Shooter,Midway Games,True,True,-1.2378743560016174
PS2,2004,Fighting,Atari,True,True,0.6626879730752367
GC,2004,Platform,Vivendi Games,False,True,-1.2378743560016174
GBA,2004,Role-Playing,Square Enix,True,True,0.6151856390902335
GBA,2004,Role-Playing,THQ,True,True,-2.5257286443082556
PC,2004,Shooter,Vivendi Games,True,True,-2.5257286443082556
PS2,2004,Platform,Sony Computer Entertainment,True,True,0.6151856390902335
XB,2004,Racing,Empire Interactive,True,True,-1.7719568419318752
DS,2004,Puzzle,Ignition Entertainment,True,True,-1.8325814637483102
PS2,2004,Platform,Activision,True,True,0.62057648772511
PS2,2004,Racing,THQ,True,True,0.6523251860396901
PS2,2004,Fighting,Namco Bandai Games,True,True,-0.5621189181535413
PS2,2004,Fighting,Midway Games,True,True,0.6312717768418578
XB,2004,Adventure,Ubisoft,True,True,-3.506557897319982
PS2,2004,Role-Playing,Activision,True,True,0.6575200029167941
XB,2004,Adventure,Vivendi Games,False,False,-1.7719568419318752
PS2,2004,Action,Capcom,False,True,-0.5621189181535413
PS2,2004,Role-Playing,Electronic Arts,True,True,-0.5447271754416722
GC,2004,Action,Ubisoft,True,True,-2.5257286443082556
PS2,2004,Action,Capcom,True,True,-1.2729656758128873
XB,2004,Sports,Electronic Arts,True,True,-0.527632742082372
PS2,2004,Action,Sega,False,False,-2.5257286443082556
PS2,2004,Action,Sega,False,False,-2.4079456086518722
PS2,2004,Action,Sony Computer Entertainment,False,True,0.5766133643039938
PS2,2004,Sports,Activision,False,True,-0.579818495252942
DS,2004,Racing,Ubisoft,False,True,-0.527632742082372
PS2,2004,Platform,Capcom,True,True,-0.527632742082372
GBA,2004,Sports,Electronic Arts,True,True,-2.5257286443082556
PS2,2004,Misc,Gathering of Developers,False,False,-2.0402208285265546
PS2,2004,Sports,Sony Computer Entertainment,False,True,-1.8325814637483102
GBA,2004,Puzzle,Nintendo,False,True,-0.579818495252942
PS2,2004,Action,Konami Digital Entertainment,False,True,-2.0402208285265546
PS2,2004,Platform,Sony Computer Entertainment,True,True,0.5933268452777344
GBA,2004,Sports,Zoo Digital Publishing,False,True,-3.506557897319982
PSP,2004,Sports,Sony Computer Entertainment,True,True,0.6729444732424258
XB,2004,Racing,Ubisoft,False,False,-2.5257286443082556
GC,2004,Misc,Nintendo,True,True,0.5007752879124892
PS2,2004,Action,Ubisoft,True,True,0.494696241836107
PS2,2004,Sports,Electronic Arts,True,True,-0.6348782724359695
PC,2004,Strategy,Electronic Arts,True,True,-2.659260036932778
PS2,2004,Shooter,Konami Digital Entertainment,False,True,-1.5606477482646683
XB,2004,Misc,Atari,False,True,-2.4079456086518722
PS2,2004,Action,Konami Digital Entertainment,True,True,-0.6733445532637656
XB,2004,Sports,Midway Games,True,True,-0.6733445532637656
GBA,2004,Fighting,Atari,True,False,-0.6733445532637656
PS2,2004,Sports,Sony Computer Entertainment,False,False,-1.7719568419318752
PC,2004,Strategy,Atari,True,False,-1.3093333199837622
PSP,2004,Action,Tecmo Koei,False,True,-0.6733445532637656
PC,2004,Shooter,Vivendi Games,True,True,0.8628899551470398
PS2,2004,Action,Ubisoft,False,True,-1.3093333199837622
XB,2004,Sports,Electronic Arts,True,True,-0.4155154439616658
PS2,2004,Action,THQ,False,True,0.8628899551470398
GC,2004,Platform,Electronic Arts,False,True,-1.6094379124341003
PS2,2004,Sports,Activision,True,True,0.8628899551470398
PS2,2004,Sports,Sony Computer Entertainment,False,True,-1.3093333199837622
XB,2004,Racing,Microsoft Game Studios,True,True,-1.3093333199837622
PS2,2004,Strategy,Tecmo Koei,True,True,-2.659260036932778
XB,2004,Fighting,Electronic Arts,True,True,-0.3856624808119846
XB,2004,Action,Activision,False,False,-1.5606477482646683
PS2,2004,Shooter,Atari,False,True,-1.7719568419318752
PS2,2004,Role-Playing,Capcom,False,True,-0.6931471805599453
GBA,2004,Adventure,Nintendo,True,True,-0.35667494393873245
PS2,2004,Shooter,Play It,False,True,-1.9661128563728327
PS2,2004,Action,THQ,False,True,-0.6931471805599453
PS2,2004,Fighting,Atari,False,True,-2.4079456086518722
XB,2004,Fighting,Tecmo Koei,True,True,-0.6931471805599453
GBA,2004,Misc,Nintendo,False,False,-0.37106368139083207
GC,2004,Shooter,O3 Entertainment,True,True,-2.4079456086518722
DS,2004,Puzzle,Nintendo,False,True,-1.9661128563728327
PC,2004,Shooter,LucasArts,True,False,-1.5606477482646683
PS2,2004,Role-Playing,Interplay,True,True,-0.3856624808119846
GBA,2004,Action,Activision,False,True,-0.3856624808119846
PS2,2004,Strategy,LucasArts,False,False,-2.659260036932778
PS2,2004,Shooter,THQ,False,True,-1.3093333199837622
XB,2004,Sports,Electronic Arts,True,True,-0.3856624808119846
PS2,2004,Role-Playing,Square Enix,False,True,-1.3093333199837622
PS2,2004,Adventure,Konami Digital Entertainment,False,True,-2.0402208285265546
PS2,2004,Role-Playing,Ubisoft,True,True,-1.5606477482646683
PS2,2004,Shooter,Zoo Digital Publishing,True,True,-2.3025850929940455
PC,2004,Racing,Electronic Arts,True,True,-2.659260036932778
PS2,2004,Shooter,Electronic Arts,False,False,-0.4462871026284195
XB,2004,Shooter,Electronic Arts,True,True,-0.4462871026284195
XB,2004,Shooter,Gathering of Developers,False,True,-2.5257286443082556
PS2,2004,Strategy,505 Games,True,True,-2.5257286443082556
GBA,2004,Fighting,THQ,False,True,-2.0402208285265546
PS2,2004,Platform,Activision,False,True,-1.6094379124341003
PS2,2004,Sports,Electronic Arts,True,True,0.4762341789963717
PS2,2004,Sports,Global Star,True,True,0.4637340162321402
GC,2004,Platform,Activision,True,True,-2.5257286443082556
PS2,2004,Platform,Activision,False,False,-0.4462871026284195
PS2,2004,Platform,Electronic Arts,True,True,-0.6348782724359695
XB,2004,Sports,Midway Games,True,True,-0.6348782724359695
PS2,2004,Sports,Electronic Arts,True,True,0.4824261492442928
XB,2004,Sports,Sega,True,True,0.4885800148186709
PS2,2004,Shooter,SCi,False,True,-0.6348782724359695
GBA,2004,Action,Hip Interactive,False,False,-1.9661128563728327
GC,2004,Role-Playing,Activision,True,True,-0.6348782724359695
GBA,2004,Shooter,Global Star,False,True,-3.912023005428146
PS2,2004,Platform,Vivendi Games,False,True,-0.4462871026284195
PS2,2004,Platform,Vivendi Games,False,True,-0.4462871026284195
PS2,2004,Fighting,Acclaim Entertainment,False,False,-1.2039728043259361
PS2,2004,Shooter,Electronic Arts,True,True,0.8372475245337022
PS2,2004,Role-Playing,Konami Digital Entertainment,False,True,-0.4155154439616658
XB,2004,Racing,Electronic Arts,True,True,0.8241754429663494
GBA,2004,Action,Electronic Arts,False,True,-0.6539264674066639
PS2,2004,Sports,Midway Games,True,True,-1.2039728043259361
PS2,2004,Role-Playing,Capcom,False,True,-3.506557897319982
GC,2004,Fighting,Atari,False,False,-1.3093333199837622
XB,2004,Fighting,Atari,False,True,-1.9661128563728327
GBA,2004,Platform,Nintendo,False,False,-0.4307829160924542
PS2,2004,Action,Namco Bandai Games,False,True,-3.506557897319982
PS2,2004,Racing,Sony Computer Entertainment,False,True,-2.0402208285265546
GC,2004,Role-Playing,Nintendo,True,True,0.8109302162163288
XB,2004,Misc,Codemasters,True,False,-2.5257286443082556
XB,2004,Simulation,Capcom,False,True,-3.912023005428146
PC,2004,Simulation,Electronic Arts,True,True,-1.2378743560016174
GBA,2004,Platform,Vivendi Games,False,False,-0.4462871026284195
PS2,2004,Fighting,Capcom,True,True,-0.4155154439616658
GBA,2004,Sports,Nintendo,True,True,-0.7985076962177716
GBA,2004,Action,Vivendi Games,False,False,-0.5621189181535413
PS2,2004,Action,Sega,False,True,-2.8134107167600364
XB,2004,Shooter,Ubisoft,True,True,0.12221763272424911
GC,2004,Adventure,Codemasters,True,True,-2.995732273553991
GC,2004,Role-Playing,Capcom,False,True,-2.120263536200091
PS2,2004,Action,Midway Games,True,True,-0.8675005677047231
DS,2004,Sports,Electronic Arts,False,True,-1.9661128563728327
PS2,2004,Racing,Electronic Arts,True,True,1.9315214116032138
PS2,2004,Action,Electronic Arts,False,True,0.01980262729617973
GC,2004,Role-Playing,Marvelous Interactive,False,True,-1.4271163556401458
XB,2004,Shooter,Ignition Entertainment,True,False,-2.3025850929940455
GC,2004,Action,Konami Digital Entertainment,False,False,-1.6607312068216509
XB,2004,Action,Disney Interactive Studios,False,False,-2.8134107167600364
PS2,2004,Action,Ubisoft,True,True,0.22314355131420976
XB,2004,Action,Konami Digital Entertainment,True,True,-1.7147984280919266
XB,2004,Shooter,THQ,True,True,-1.8971199848858813
GBA,2004,Adventure,Nintendo,True,True,-0.11653381625595151
DS,2004,Misc,THQ,False,False,-2.2072749131897207
PC,2004,Shooter,Atari,True,True,-3.912023005428146
XB,2004,Strategy,LucasArts,False,False,-2.995732273553991
GC,2004,Role-Playing,Nintendo,False,True,-0.9942522733438669
XB,2004,Sports,Electronic Arts,True,True,-0.10536051565782628
XB,2004,Role-Playing,Activision,True,True,-0.10536051565782628
GBA,2004,Racing,Zoo Digital Publishing,True,True,-2.8134107167600364
PS2,2004,Adventure,THQ,False,False,-1.4696759700589417
XB,2004,Fighting,Zoo Digital Publishing,True,True,-1.8971199848858813
GBA,2004,Role-Playing,Nintendo,True,True,1.8578592709325787
PC,2004,Strategy,Microsoft Game Studios,True,True,-2.8134107167600364
GBA,2004,Strategy,Nintendo,True,True,-0.11653381625595151
XB,2004,Action,Microsoft Game Studios,True,True,-2.2072749131897207
XB,2004,Action,Acclaim Entertainment,False,False,-2.995732273553991
PS2,2004,Sports,Konami Digital Entertainment,True,True,1.3480731482996928
XB,2004,Shooter,Atari,False,True,-2.8134107167600364
GBA,2004,Sports,Nintendo,True,True,-1.5141277326297755
GC,2004,Fighting,Atari,True,True,-3.2188758248682006
PS2,2004,Shooter,LucasArts,True,True,1.2837077723447896
GC,2004,Sports,Electronic Arts,True,True,-1.5141277326297755
XB,2004,Simulation,Electronic Arts,False,False,-1.0788096613719298
GBA,2004,Action,Take-Two Interactive,False,True,-1.4271163556401458
PS2,2004,Racing,Atari,True,True,-1.4696759700589417
XB,2004,Sports,Global Star,True,True,-0.8675005677047231
PS2,2004,Sports,Electronic Arts,True,True,1.308332819650179
PS2,2004,Racing,Zoo Digital Publishing,False,True,-0.8675005677047231
GC,2004,Shooter,Global Star,False,False,-1.8971199848858813
PS2,2004,Sports,Sony Computer Entertainment,False,True,-1.7719568419318752
GC,2004,Shooter,Electronic Arts,False,False,-1.0216512475319814
PS2,2004,Misc,Eidos Interactive,False,False,-1.8971199848858813
PS2,2004,Shooter,Namco Bandai Games,False,True,-2.8134107167600364
GBA,2004,Platform,Activision,True,True,-0.8675005677047231
PS2,2004,Adventure,Vivendi Games,False,False,-1.0788096613719298
GC,2004,Platform,Activision,False,False,0.01980262729617973
XB,2004,Shooter,SCi,False,True,-1.5141277326297755
GC,2004,Shooter,Electronic Arts,True,True,-0.8675005677047231
PS2,2004,Misc,Play It,False,True,-0.05129329438755058
