Platform,Year_of_Release,Genre,Publisher,Above_Average_Critic_Score,Above_Average_User_Score,Log_Global_Sales
GBA,2005,Adventure,Global Star,False,False,-1.2039728043259361
XB,2005,Racing,Wanadoo,False,True,-3.912023005428146
GC,2005,Sports,Electronic Arts,True,True,-1.7719568419318752
XB,2005,Sports,Electronic Arts,True,True,-1.1394342831883648
XB,2005,Action,Hip Interactive,False,True,-2.3025850929940455
XB,2005,Shooter,Ubisoft,True,False,-0.8915981192837836
PS2,2005,Action,Activision,False,True,-0.6931471805599453
X360,2005,Action,Sega,True,True,-0.8915981192837836
PS2,2005,Action,Activision,False,True,-0.6931471805599453
XB,2005,Action,Electronic Arts,True,True,-1.6094379124341003
PC,2005,Simulation,Graphsim Entertainment,True,True,-3.912023005428146
GBA,2005,Racing,THQ,False,False,-2.3025850929940455
PS2,2005,Platform,Majesco Entertainment,True,True,-2.4079456086518722
PS2,2005,Role-Playing,Ubisoft,False,False,-2.0402208285265546
PS2,2005,Sports,Tecmo Koei,False,True,-2.3025850929940455
PS2,2005,Platform,Konami Digital Entertainment,False,False,-2.3025850929940455
PS2,2005,Fighting,Namco Bandai Games,True,True,1.3532545070416904
PS2,2005,Sports,Sony Computer Entertainment,True,True,-1.7719568419318752
GC,2005,Sports,Electronic Arts,True,True,-1.1086626245216111
PS2,2005,Action,Midway Games,True,True,-1.7719568419318752
PS2,2005,Sports,Electronic Arts,True,True,1.43746264769429
PS2,2005,Role-Playing,Midway Games,False,False,-0.916290731874155
DS,2005,Puzzle,505 Games,True,False,-2.2072749131897207
GBA,2005,Platform,Capcom,True,True,-2.2072749131897207
PS2,2005,Misc,RedOctane,True,True,0.8671004876833833
PS2,2005,Role-Playing,Tecmo Koei,True,True,-2.120263536200091
GC,2005,Sports,Electronic Arts,True,False,-2.2072749131897207
PS2,2005,Role-Playing,Square Enix,True,True,1.4655675420143985
PS2,2005,Misc,Capcom,True,True,-0.6733445532637656
DS,2005,Shooter,Konami Digital Entertainment,False,False,-3.912023005428146
PSP,2005,Shooter,Electronic Arts,False,True,-2.0402208285265546
PS2,2005,Action,Electronic Arts,False,True,-0.8915981192837836
XB,2005,Action,Deep Silver,True,True,-3.912023005428146
XB,2005,Action,Disney Interactive Studios,True,False,-1.6094379124341003
PSP,2005,Platform,Konami Digital Entertainment,False,True,-1.6607312068216509
DS,2005,Platform,Disney Interactive Studios,False,True,-2.0402208285265546
XB,2005,Platform,Capcom,True,True,-2.0402208285265546
PS2,2005,Platform,Midway Games,False,True,-0.8915981192837836
XB,2005,Shooter,Electronic Arts,False,True,-2.2072749131897207
XB,2005,Action,Microsoft Game Studios,True,True,-2.4079456086518722
PS2,2005,Adventure,Sony Computer Entertainment,False,True,-1.2039728043259361
PSP,2005,Misc,Sony Computer Entertainment,True,True,0.0769610411361284
PS2,2005,Role-Playing,Namco Bandai Games,True,True,-0.5621189181535413
PS2,2005,Action,THQ,False,True,-1.5606477482646683
DS,2005,Platform,Ubisoft,False,True,-1.3470736479666092
PS2,2005,Action,Konami Digital Entertainment,False,False,-2.8134107167600364
X360,2005,Action,Ubisoft,True,True,-1.3470736479666092
XB,2005,Misc,Take-Two Interactive,False,True,-2.8134107167600364
PSP,2005,Role-Playing,Capcom,True,True,0.29266961396282004
XB,2005,Racing,Ubisoft,False,False,-2.8134107167600364
XB,2005,Shooter,Activision,True,True,0.29266961396282004
GBA,2005,Shooter,Sega,True,True,-2.659260036932778
X360,2005,Sports,Take-Two Interactive,True,True,-1.8325814637483102
PSP,2005,Puzzle,Ubisoft,True,True,-2.5257286443082556
PC,2005,Strategy,Eidos Interactive,False,True,-3.2188758248682006
PS2,2005,Fighting,SNK,True,True,-2.659260036932778
PS2,2005,Fighting,Electronic Arts,False,False,-0.2613647641344075
GBA,2005,Platform,Nintendo,True,True,-0.2613647641344075
PSP,2005,Action,Sony Computer Entertainment,True,True,-0.2613647641344075
PSP,2005,Simulation,Electronic Arts,False,False,0.3148107398400336
PS2,2005,Action,Hip Interactive,False,True,-3.2188758248682006
XB,2005,Sports,Electronic Arts,True,True,-1.9661128563728327
GC,2005,Action,Electronic Arts,False,True,-1.5141277326297755
PC,2005,Simulation,Activision,True,True,-3.2188758248682006
PSP,2005,Sports,Electronic Arts,True,True,-0.2876820724517809
PSP,2005,Shooter,Konami Digital Entertainment,False,False,-0.2876820724517809
X360,2005,Shooter,Microsoft Game Studios,True,True,-0.2613647641344075
PS2,2005,Action,Tecmo Koei,False,True,0.3293037471426003
PS2,2005,Action,Sega,True,True,-0.2231435513142097
XB,2005,Strategy,Codemasters,False,True,-3.2188758248682006
XB,2005,Sports,Electronic Arts,True,True,-1.3862943611198906
XB,2005,Shooter,Take-Two Interactive,True,False,-2.8134107167600364
PC,2005,Shooter,Activision,True,True,-2.8134107167600364
PC,2005,Simulation,Electronic Arts,True,False,0.23901690047049992
GC,2005,Shooter,Electronic Arts,True,True,-1.3862943611198906
PS2,2005,Role-Playing,505 Games,False,True,-1.9661128563728327
XB,2005,Adventure,Take-Two Interactive,True,True,-2.8134107167600364
XB,2005,Action,Ubisoft,True,True,-2.8134107167600364
PS2,2005,Role-Playing,Tecmo Koei,False,True,-2.8134107167600364
PS2,2005,Role-Playing,Sony Computer Entertainment,True,True,-0.1743533871447778
PS2,2005,Simulation,Electronic Arts,True,False,-0.21072103131565253
PSP,2005,Racing,Electronic Arts,True,True,-0.1743533871447778
PS2,2005,Misc,Sony Computer Entertainment,True,True,0.26236426446749106
PS2,2005,Platform,Sony Computer Entertainment,True,True,-0.18632957819149348
XB,2005,Shooter,Groove Games,False,False,-2.8134107167600364
PSP,2005,Platform,Take-Two Interactive,True,True,-2.8134107167600364
PSP,2005,Sports,Activision,True,True,-0.19845093872383832
PS2,2005,Action,THQ,False,False,-3.2188758248682006
PS2,2005,Platform,Activision,False,True,0.2700271372130602
XB,2005,Strategy,Take-Two Interactive,False,False,-3.2188758248682006
PSP,2005,Adventure,Sony Computer Entertainment,False,True,-0.21072103131565253
PSP,2005,Racing,Electronic Arts,True,True,0.27763173659827955
DS,2005,Misc,Nintendo,True,True,-1.3862943611198906
PC,2005,Role-Playing,Microsoft Game Studios,True,True,-2.659260036932778
XB,2005,Racing,Take-Two Interactive,True,True,-0.3011050927839216
GC,2005,Action,Sega,True,True,-2.659260036932778
XB,2005,Shooter,Microsoft Game Studios,True,True,-0.37106368139083207
PS2,2005,Action,Midway Games,True,True,-0.37106368139083207
PS2,2005,Action,Capcom,True,True,-1.3093333199837622
XB,2005,Racing,Electronic Arts,True,False,-1.3093333199837622
PS2,2005,Action,Ubisoft,True,True,-0.3856624808119846
XB,2005,Sports,Take-Two Interactive,True,True,-1.5606477482646683
XB,2005,Sports,Electronic Arts,True,True,-0.3856624808119846
PS2,2005,Misc,Take-Two Interactive,False,True,-1.5606477482646683
XB,2005,Racing,Empire Interactive,False,False,-2.659260036932778
XB,2005,Shooter,Activision,True,True,-0.40047756659712525
GC,2005,Fighting,Konami Digital Entertainment,False,False,-2.659260036932778
XB,2005,Adventure,Microids,False,True,-2.659260036932778
PSP,2005,Sports,Electronic Arts,False,True,-1.5606477482646683
PSP,2005,Platform,Namco Bandai Games,False,False,-2.659260036932778
PS2,2005,Sports,Electronic Arts,True,True,0.43178241642553783
DS,2005,Sports,Activision,True,True,-1.5606477482646683
PSP,2005,Sports,Deep Silver,False,False,-2.659260036932778
XB,2005,Shooter,Hip Interactive,False,False,-3.506557897319982
PS2,2005,Platform,Namco Bandai Games,False,False,-1.5606477482646683
XB,2005,Shooter,Ubisoft,True,True,-0.4155154439616658
GC,2005,Misc,Nintendo,False,True,0.45107561936021673
PS2,2005,Role-Playing,Square Enix,True,True,-0.4307829160924542
DS,2005,Puzzle,Namco Bandai Games,True,True,-1.3093333199837622
XB,2005,Shooter,Zoo Digital Publishing,False,True,-2.659260036932778
PSP,2005,Platform,Sony Computer Entertainment,False,False,-0.35667494393873245
XB,2005,Action,Activision,False,False,-1.3093333199837622
DS,2005,Strategy,Namco Bandai Games,False,False,-2.659260036932778
PSP,2005,Sports,Sony Computer Entertainment,False,False,-1.9661128563728327
PS2,2005,Role-Playing,Tecmo Koei,False,True,-2.659260036932778
PSP,2005,Sports,Sony Computer Entertainment,True,False,-1.5141277326297755
PSP,2005,Adventure,Atari,False,True,-2.659260036932778
DS,2005,Action,Vivendi Games,False,False,-1.8325814637483102
GBA,2005,Action,Ubisoft,True,True,-0.3285040669720361
PS2,2005,Action,Activision,True,True,-0.3285040669720361
DS,2005,Platform,Nintendo,True,True,-0.3285040669720361
PS2,2005,Role-Playing,505 Games,True,True,-3.2188758248682006
GC,2005,Action,Activision,False,True,-1.5141277326297755
DS,2005,Action,Ubisoft,False,False,-2.659260036932778
DS,2005,Racing,Electronic Arts,False,False,-1.3093333199837622
PS2,2005,Action,Capcom,False,True,-2.659260036932778
PS2,2005,Fighting,Namco Bandai Games,False,True,-1.3093333199837622
PS2,2005,Shooter,Capcom,False,False,-3.2188758248682006
GC,2005,Sports,Nintendo,True,True,0.37843643572024505
XB,2005,Shooter,Activision,True,True,-0.342490308946776
PSP,2005,Sports,Sony Computer Entertainment,False,False,-1.5606477482646683
PSP,2005,Action,Activision,False,False,-0.35667494393873245
GC,2005,Shooter,Ubisoft,False,False,-2.659260036932778
PS2,2005,Sports,Take-Two Interactive,True,True,0.3920420877760237
XB,2005,Role-Playing,Microsoft Game Studios,True,True,-0.35667494393873245
PS2,2005,Fighting,Electronic Arts,True,True,-0.13926206733350766
PSP,2005,Sports,Electronic Arts,True,True,-1.5141277326297755
XB,2005,Racing,Midway Games,False,False,-1.9661128563728327
XB,2005,Sports,Global Star,False,True,-3.2188758248682006
PSP,2005,Shooter,Sony Computer Entertainment,True,True,0.11332868530700327
PS2,2005,Racing,Konami Digital Entertainment,False,True,-1.8971199848858813
DS,2005,Puzzle,Nintendo,True,True,-1.4696759700589417
GBA,2005,Sports,Activision,False,False,-1.4271163556401458
GC,2005,Action,Activision,False,False,-1.4271163556401458
PSP,2005,Racing,Vivendi Games,False,True,-1.4271163556401458
XB,2005,Fighting,Atari,False,False,-1.4271163556401458
PS2,2005,Simulation,Konami Digital Entertainment,True,True,0.131028262406404
XB,2005,Action,Vivendi Games,True,True,-1.4696759700589417
PS2,2005,Action,Sony Computer Entertainment,True,True,0.131028262406404
XB,2005,Shooter,Activision,True,False,0.11332868530700327
XB,2005,Misc,Crave Entertainment,False,False,-2.995732273553991
DS,2005,Puzzle,Atari,False,False,-2.995732273553991
GC,2005,Action,Ubisoft,True,True,-1.4271163556401458
GC,2005,Platform,Sega,False,False,-0.01005033585350145
PSP,2005,Shooter,THQ,True,True,-1.8971199848858813
PS2,2005,Misc,Sega,True,True,-1.4271163556401458
PS2,2005,Racing,Ubisoft,False,False,-1.8971199848858813
GBA,2005,Misc,Nintendo,False,False,-0.020202707317519466
DS,2005,Strategy,THQ,False,False,-0.020202707317519466
GC,2005,Adventure,Nintendo,False,True,-1.8971199848858813
X360,2005,Action,Take-Two Interactive,True,True,-1.4696759700589417
GBA,2005,Role-Playing,Atari,False,True,-2.995732273553991
GC,2005,Shooter,Ubisoft,True,True,-2.995732273553991
DS,2005,Platform,Nintendo,True,True,0.02955880224154443
PS2,2005,Role-Playing,Atari,False,True,-1.8971199848858813
GC,2005,Shooter,Nintendo,False,True,0.0769610411361284
PSP,2005,Role-Playing,Sony Computer Entertainment,True,True,-1.8971199848858813
PS2,2005,Fighting,Namco Bandai Games,True,True,0.06765864847381486
PSP,2005,Sports,Sony Computer Entertainment,False,False,0.06765864847381486
PSP,2005,Role-Playing,Activision,False,True,0.08617769624105241
XB,2005,Sports,Electronic Arts,True,True,-2.995732273553991
DS,2005,Puzzle,Ubisoft,True,False,-1.8971199848858813
PS2,2005,Sports,Electronic Arts,True,True,0.058268908123975824
XB,2005,Action,Konami Digital Entertainment,False,False,-2.995732273553991
GC,2005,Action,Capcom,True,True,-1.8971199848858813
PS2,2005,Role-Playing,Namco Bandai Games,False,True,-2.995732273553991
PSP,2005,Misc,Midway Games,False,True,-1.4271163556401458
XB,2005,Action,Electronic Arts,False,False,-1.4696759700589417
DS,2005,Action,Electronic Arts,False,False,-1.4696759700589417
XB,2005,Action,Ubisoft,True,True,0.10436001532424286
XB,2005,Racing,Microsoft Game Studios,True,True,0.04879016416943204
XB,2005,Shooter,Majesco Entertainment,True,True,-2.995732273553991
XB,2005,Racing,Electronic Arts,True,True,0.03922071315328133
PS2,2005,Adventure,Atari,True,True,-1.8971199848858813
X360,2005,Sports,Electronic Arts,False,False,-1.8971199848858813
PS2,2005,Racing,THQ,True,True,0.02955880224154443
PSP,2005,Racing,Sony Computer Entertainment,True,True,0.02955880224154443
PC,2005,Shooter,LucasArts,True,True,-2.995732273553991
PS2,2005,Action,JoWood Productions,True,True,-2.995732273553991
GC,2005,Action,THQ,False,False,-1.8325814637483102
XB,2005,Sports,Electronic Arts,True,True,-0.030459207484708574
XB,2005,Strategy,Deep Silver,True,True,-1.8971199848858813
XB,2005,Action,SCi,False,True,-2.8134107167600364
GC,2005,Role-Playing,Activision,True,False,-1.3862943611198906
PS2,2005,Racing,Electronic Arts,True,True,-0.10536051565782628
GC,2005,Platform,Midway Games,False,True,-1.3862943611198906
XB,2005,Action,Activision,False,True,0.2151113796169455
PS2,2005,Sports,Unknown,True,True,-0.11653381625595151
DS,2005,Action,Activision,True,True,-1.8971199848858813
PS2,2005,Sports,Electronic Arts,True,False,-0.11653381625595151
PS2,2005,Shooter,Sony Computer Entertainment,True,True,0.2151113796169455
XB,2005,Shooter,Ubisoft,False,True,-1.3862943611198906
PSP,2005,Sports,Electronic Arts,True,True,-1.4696759700589417
PS2,2005,Action,Vivendi Games,False,False,-3.2188758248682006
PS2,2005,Action,Capcom,False,True,-1.3862943611198906
PSP,2005,Role-Playing,Ignition Entertainment,False,True,-2.8134107167600364
GC,2005,Role-Playing,Nintendo,False,True,0.22314355131420976
PS2,2005,Action,Take-Two Interactive,True,True,-0.12783337150988489
PS2,2005,Action,Tecmo Koei,False,True,-2.8134107167600364
X360,2005,Racing,Electronic Arts,True,True,0.22314355131420976
XB,2005,Simulation,Electronic Arts,True,True,-1.3862943611198906
PS2,2005,Action,Sega,True,True,-1.5141277326297755
DS,2005,Simulation,Atari,False,True,0.23111172096338664
PS2,2005,Role-Playing,Ghostlight,True,True,-1.9661128563728327
DS,2005,Action,Konami Digital Entertainment,False,False,-2.8134107167600364
XB,2005,Misc,Sega,True,True,-1.8971199848858813
GC,2005,Platform,THQ,True,True,-1.8971199848858813
DS,2005,Shooter,Majesco Entertainment,True,True,-2.8134107167600364
GBA,2005,Platform,Nintendo,False,False,-1.4271163556401458
GC,2005,Simulation,Ubisoft,True,True,-1.4271163556401458
PS2,2005,Role-Playing,Atari,False,False,-1.8971199848858813
DS,2005,Puzzle,505 Games,False,False,-1.8971199848858813
PS2,2005,Shooter,Electronic Arts,True,True,-1.4271163556401458
PS2,2005,Action,Sony Computer Entertainment,True,True,-1.4696759700589417
PS2,2005,Shooter,Activision,True,True,0.1570037488096647
PS2,2005,Action,Ubisoft,True,True,-0.05129329438755058
XB,2005,Action,Tecmo Koei,False,True,-2.995732273553991
XB,2005,Shooter,Codemasters,False,True,-3.2188758248682006
GBA,2005,Strategy,Atari,True,True,-2.995732273553991
GC,2005,Action,Vivendi Games,True,True,-1.8971199848858813
PSP,2005,Sports,Sony Computer Entertainment,True,True,-1.4271163556401458
GC,2005,Action,Ubisoft,True,True,-1.8971199848858813
DS,2005,Simulation,Electronic Arts,False,False,-0.07257069283483537
GC,2005,Action,Electronic Arts,False,True,-1.8971199848858813
PSP,2005,Misc,Play It,True,True,-1.4696759700589417
PS2,2005,Misc,Mastiff,True,True,-2.8134107167600364
PSP,2005,Role-Playing,Midas Interactive Entertainment,False,True,-2.8134107167600364
PC,2005,Simulation,Electronic Arts,True,True,-2.8134107167600364
PSP,2005,Shooter,LucasArts,False,True,0.1906203596086497
DS,2005,Adventure,Capcom,True,True,-0.08338160893905101
GC,2005,Action,Capcom,False,False,-2.8134107167600364
PC,2005,Action,Take-Two Interactive,True,True,-0.030459207484708574
PS2,2005,Platform,Disney Interactive Studios,False,True,-0.4307829160924542
XB,2005,Adventure,Electronic Arts,True,True,-1.3470736479666092
GC,2005,Shooter,Electronic Arts,True,True,-2.5257286443082556
XB,2005,Shooter,Activision,True,True,0.5128236264286637
PS2,2005,Action,Take-Two Interactive,True,True,-2.5257286443082556
PS2,2005,Action,Vivendi Games,False,False,0.5709795465857378
PS2,2005,Action,Namco Bandai Games,False,True,-2.5257286443082556
XB,2005,Shooter,Ubisoft,True,True,-1.5606477482646683
GC,2005,Action,Capcom,True,True,0.5247285289349821
PS2,2005,Action,Electronic Arts,False,False,-0.4307829160924542
PS2,2005,Fighting,Atari,True,True,0.5068176023684519
PSP,2005,Puzzle,Eidos Interactive,False,False,-2.5257286443082556
PSP,2005,Misc,505 Games,False,False,-1.9661128563728327
XB,2005,Action,Ubisoft,True,True,-0.5447271754416722
PSP,2005,Racing,Sony Computer Entertainment,True,True,-1.8325814637483102
XB,2005,Platform,Microsoft Game Studios,False,False,-3.506557897319982
PC,2005,Strategy,Vivendi Games,True,True,-3.506557897319982
PS2,2005,Sports,Electronic Arts,True,True,0.6097655716208943
PS2,2005,Role-Playing,Ghostlight,True,True,-2.5257286443082556
GC,2005,Sports,Nintendo,True,True,0.4762341789963717
XB,2005,Role-Playing,Atari,False,True,-3.506557897319982
GBA,2005,Platform,Atari,False,False,-3.506557897319982
PS2,2005,Platform,Sony Computer Entertainment,True,True,-2.5257286443082556
GBA,2005,Action,Electronic Arts,True,False,-0.4942963218147801
XB,2005,Shooter,Electronic Arts,True,True,-0.4942963218147801
PS2,2005,Action,Eidos Interactive,True,True,-1.5606477482646683
PS2,2005,Role-Playing,Sony Online Entertainment,True,True,-0.4307829160924542
PSP,2005,Misc,Activision,False,False,-1.5606477482646683
PC,2005,Simulation,Ubisoft,True,True,-2.5257286443082556
XB,2005,Sports,Activision,True,True,-0.4780358009429998
GC,2005,Action,Empire Interactive,False,False,-2.5257286443082556
PS2,2005,Platform,Sega,False,False,-0.5108256237659907
DS,2005,Sports,Nintendo,False,True,-1.8325814637483102
XB,2005,Fighting,Electronic Arts,True,True,-0.5108256237659907
GBA,2005,Action,Atari,False,True,-1.2729656758128873
PSP,2005,Racing,Sony Computer Entertainment,False,True,-3.506557897319982
PS2,2005,Shooter,Sony Computer Entertainment,True,True,0.5247285289349821
XB,2005,Fighting,Electronic Arts,False,True,-1.2729656758128873
DS,2005,Misc,Nintendo,True,False,-3.506557897319982
XB,2005,Action,Electronic Arts,False,True,-1.5606477482646683
XB,2005,Action,Activision,False,True,-1.2729656758128873
XB,2005,Sports,Electronic Arts,True,False,-0.4462871026284195
XB,2005,Shooter,Electronic Arts,True,True,-1.8325814637483102
PSP,2005,Racing,SouthPeak Games,False,True,-0.5621189181535413
GBA,2005,Puzzle,Atari,False,True,-3.506557897319982
XB,2005,Action,Take-Two Interactive,True,True,-1.2729656758128873
PC,2005,Role-Playing,NCSoft,True,True,-3.506557897319982
GBA,2005,Platform,Disney Interactive Studios,True,False,-1.9661128563728327
PS2,2005,Misc,RedOctane,True,True,-2.659260036932778
XB,2005,Shooter,Ubisoft,True,False,-0.5621189181535413
GBA,2005,Role-Playing,Nintendo,True,True,-0.4942963218147801
PS2,2005,Simulation,Konami Digital Entertainment,False,True,-3.506557897319982
XB,2005,Sports,Electronic Arts,True,False,0.62057648772511
PS2,2005,Racing,Electronic Arts,True,True,-0.4620354595965587
PS2,2005,Sports,Electronic Arts,True,True,-0.5447271754416722
PS2,2005,Role-Playing,Activision,True,True,-0.4620354595965587
PC,2005,Strategy,Take-Two Interactive,True,True,-1.8325814637483102
GC,2005,Racing,Vivendi Games,False,True,-1.8325814637483102
PC,2005,Shooter,Electronic Arts,True,True,-2.5257286443082556
GC,2005,Sports,Electronic Arts,True,True,-2.5257286443082556
PS2,2005,Role-Playing,Square Enix,False,True,-0.5447271754416722
X360,2006,Fighting,Ubisoft,False,False,-3.2188758248682006
PSP,2006,Action,Atari,True,True,-2.8134107167600364
XB,2006,Sports,Take-Two Interactive,True,False,-1.1086626245216111
PS2,2006,Sports,Sony Computer Entertainment,False,True,-0.10536051565782628
PSP,2006,Platform,Sony Computer Entertainment,True,True,1.43746264769429
PS2,2006,Sports,Electronic Arts,True,True,0.5306282510621704
PC,2006,Strategy,Take-Two Interactive,False,True,-3.912023005428146
DS,2006,Sports,Electronic Arts,False,True,-3.2188758248682006
PS2,2006,Shooter,Eidos Interactive,True,True,-2.8134107167600364
X360,2006,Shooter,Electronic Arts,True,True,-0.8915981192837836
PS2,2006,Shooter,Ubisoft,False,False,-2.8134107167600364
PSP,2006,Sports,Electronic Arts,True,True,-2.2072749131897207
PSP,2006,Action,Activision,True,True,-2.8134107167600364
PC,2006,Simulation,Deep Silver,True,True,-1.2039728043259361
PS3,2006,Shooter,Sony Computer Entertainment,True,True,1.4678743481123135
XB,2006,Sports,Electronic Arts,True,False,-0.579818495252942
GC,2006,Platform,THQ,True,True,-1.1086626245216111
XB,2006,Racing,Empire Interactive,True,True,-3.2188758248682006
PSP,2006,Adventure,Disney Interactive Studios,False,True,-1.2729656758128873
PS2,2006,Sports,Electronic Arts,True,True,1.501852701754163
XB,2006,Sports,Electronic Arts,False,True,-1.8971199848858813
DS,2006,Platform,Konami Digital Entertainment,True,True,-0.916290731874155
DS,2006,Action,SouthPeak Games,False,True,-2.8134107167600364
XB,2006,Sports,Electronic Arts,False,False,-2.8134107167600364
PS2,2006,Role-Playing,Namco Bandai Games,False,True,-1.4271163556401458
GC,2006,Racing,THQ,True,False,-0.07257069283483537
X360,2006,Shooter,Ubisoft,True,False,-1.4271163556401458
PC,2006,Role-Playing,THQ,True,True,-2.8134107167600364
PSP,2006,Puzzle,Konami Digital Entertainment,True,False,-1.8971199848858813
PSP,2006,Adventure,THQ,False,False,-2.2072749131897207
PS2,2006,Shooter,Sony Computer Entertainment,True,True,0.712949807856125
PS3,2006,Racing,Electronic Arts,True,True,0.20701416938432612
GC,2006,Action,Midway Games,False,False,-0.916290731874155
PSP,2006,Role-Playing,Tecmo Koei,True,True,-1.4696759700589417
GC,2006,Action,THQ,False,False,-1.1086626245216111
PSP,2006,Adventure,Sony Computer Entertainment,False,True,-2.120263536200091
GC,2006,Action,Ubisoft,False,True,-2.8134107167600364
PS2,2006,Shooter,Eidos Interactive,True,True,-3.2188758248682006
PS2,2006,Role-Playing,Sega,False,True,-1.6607312068216509
X360,2006,Role-Playing,Microsoft Game Studios,True,True,-0.08338160893905101
GC,2006,Racing,Sega,False,True,-0.08338160893905101
PS2,2006,Sports,Konami Digital Entertainment,True,True,1.47932922708708
PC,2006,Action,Activision,True,True,-3.912023005428146
PSP,2006,Action,THQ,False,False,-0.08338160893905101
PS2,2006,Racing,THQ,True,True,0.1906203596086497
X360,2006,Racing,Activision,False,False,-2.2072749131897207
XB,2006,Shooter,Eidos Interactive,False,True,-1.7719568419318752
PC,2006,Simulation,Ubisoft,False,False,-3.912023005428146
Wii,2006,Role-Playing,Activision,True,True,-0.916290731874155
PSP,2006,Role-Playing,Atari,False,False,-2.8134107167600364
X360,2006,Role-Playing,Take-Two Interactive,True,True,1.4770487243883548
PSP,2006,Action,Electronic Arts,False,True,-2.3025850929940455
GBA,2006,Action,LucasArts,False,False,-2.4079456086518722
Wii,2006,Platform,Midway Games,False,False,-2.4079456086518722
Wii,2006,Racing,Electronic Arts,False,True,0.2468600779315258
PS2,2006,Action,Take-Two Interactive,True,True,1.264126727145683
PSP,2006,Puzzle,Sony Computer Entertainment,True,True,-0.15082288973458366
PSP,2006,Racing,THQ,False,True,-0.8675005677047231
PS2,2006,Shooter,Eidos Interactive,False,False,-0.8675005677047231
PS2,2006,Racing,Atari,False,False,-1.2729656758128873
PSP,2006,Sports,Konami Digital Entertainment,True,True,-0.15082288973458366
PSP,2006,Action,Electronic Arts,False,False,-2.5257286443082556
PSP,2006,Fighting,Majesco Entertainment,True,False,-1.8325814637483102
XB,2006,Racing,Electronic Arts,True,False,-3.2188758248682006
PS2,2006,Sports,Activision,False,True,-0.13926206733350766
GC,2006,Action,Eidos Interactive,True,True,-2.5257286443082556
PS2,2006,Sports,Sony Computer Entertainment,False,False,-3.912023005428146
PS2,2006,Action,Tecmo Koei,False,True,-0.4942963218147801
DS,2006,Action,D3Publisher,False,False,-0.8675005677047231
GC,2006,Misc,Capcom,True,True,-2.0402208285265546
X360,2006,Sports,Tecmo Koei,False,False,-1.3862943611198906
PS2,2006,Action,THQ,False,True,-1.3862943611198906
GBA,2006,Sports,Electronic Arts,False,True,-3.506557897319982
PSP,2006,Platform,Capcom,True,True,-1.9661128563728327
PS2,2006,Action,Codemasters,False,False,-3.506557897319982
PS2,2006,Platform,Sega,False,False,-3.506557897319982
X360,2006,Role-Playing,Square Enix,False,False,-1.6607312068216509
Wii,2006,Sports,Nintendo,True,True,-1.5141277326297755
DS,2006,Platform,Capcom,True,True,-1.2729656758128873
DS,2006,Misc,Nintendo,True,True,1.2383742310432684
PS2,2006,Role-Playing,Square Enix,False,False,-0.843970070294529
X360,2006,Action,Capcom,True,True,0.7323678937132266
PSP,2006,Role-Playing,Ubisoft,False,True,-0.843970070294529
Wii,2006,Fighting,Sega,False,True,-1.1394342831883648
PC,2006,Simulation,Electronic Arts,True,True,-3.2188758248682006
PC,2006,Simulation,Microsoft Game Studios,True,True,-0.843970070294529
X360,2006,Racing,THQ,False,False,-1.3862943611198906
PS2,2006,Shooter,Eidos Interactive,False,True,-2.8134107167600364
PC,2006,Adventure,DreamCatcher Interactive,False,True,-3.2188758248682006
XB,2006,Shooter,Eidos Interactive,True,True,-3.912023005428146
Wii,2006,Platform,Vivendi Games,False,True,-2.5257286443082556
PC,2006,Simulation,Ubisoft,True,True,-3.2188758248682006
PSP,2006,Shooter,Sony Computer Entertainment,True,True,-0.11653381625595151
PS2,2006,Action,Activision,False,True,-0.8915981192837836
XB,2006,Action,Capcom,False,False,-3.912023005428146
PS2,2006,Role-Playing,Tecmo Koei,True,False,-1.1086626245216111
PS2,2006,Racing,Namco Bandai Games,False,False,-2.8134107167600364
DS,2006,Simulation,Electronic Arts,False,False,0.7275486072772777
PS2,2006,Adventure,Ubisoft,False,True,-1.3862943611198906
DS,2006,Sports,Konami Digital Entertainment,False,True,-1.7719568419318752
PC,2006,Action,Eidos Interactive,True,True,-3.912023005428146
DS,2006,Action,Activision,False,True,-2.3025850929940455
DS,2006,Fighting,Namco Bandai Games,False,False,-1.6607312068216509
XB,2006,Shooter,Global Star,False,False,-3.912023005428146
PSP,2006,Sports,Electronic Arts,True,False,-1.7719568419318752
PS3,2006,Sports,Take-Two Interactive,True,False,-2.120263536200091
Wii,2006,Action,Konami Digital Entertainment,True,True,-1.1394342831883648
PSP,2006,Role-Playing,Idea Factory,False,False,-3.912023005428146
X360,2006,Action,THQ,False,True,-1.3862943611198906
PS3,2006,Simulation,Namco Bandai Games,False,False,-1.6094379124341003
X360,2006,Action,D3Publisher,False,True,-2.5257286443082556
PSP,2006,Role-Playing,Eidos Interactive,True,True,-1.5141277326297755
DS,2006,Strategy,Ubisoft,False,False,-2.8134107167600364
DS,2006,Role-Playing,Square Enix,True,True,0.7323678937132266
PSP,2006,Role-Playing,Namco Bandai Games,False,False,-3.506557897319982
PC,2006,Action,Eidos Interactive,True,True,-3.912023005428146
PS3,2006,Racing,Sony Computer Entertainment,True,True,1.3532545070416904
PC,2006,Role-Playing,NCSoft,True,True,-3.506557897319982
Wii,2006,Racing,Ubisoft,False,True,-0.12783337150988489
XB,2006,Shooter,Electronic Arts,True,True,-0.8675005677047231
